State,State Abbreviation,Year,Gender,Education Level of Mother,Education Level Code,Number of Births,Average Age of Mother (years),Average Birth Weight (g)
Missouri,MO,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,866,32.9,3282.5
Missouri,MO,2016,F,Unknown or Not Stated,-9,119,28.6,3127.9
Missouri,MO,2016,M,8th grade or less,1,1022,28.7,3343.5
Missouri,MO,2016,M,9th through 12th grade with no diploma,2,3736,23.9,3191.0
Missouri,MO,2016,M,High school graduate or GED completed,3,9223,25.4,3261.0
Missouri,MO,2016,M,"Some college credit, but not a degree",4,8998,27.2,3323.4
Missouri,MO,2016,M,"Associate degree (AA, AS)",5,3313,29.0,3365.3
Missouri,MO,2016,M,"Bachelor's degree (BA, AB, BS)",6,7412,30.6,3431.3
Missouri,MO,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3532,32.1,3440.3
Missouri,MO,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,917,33.2,3350.5
Missouri,MO,2016,M,Unknown or Not Stated,-9,134,28.4,3117.2
Missouri,MO,2017,F,8th grade or less,1,946,28.7,3272.2
Missouri,MO,2017,F,9th through 12th grade with no diploma,2,3274,24.1,3072.8
Missouri,MO,2017,F,High school graduate or GED completed,3,8966,25.5,3143.8
Missouri,MO,2017,F,"Some college credit, but not a degree",4,8093,27.3,3199.0
Missouri,MO,2017,F,"Associate degree (AA, AS)",5,3133,29.4,3253.5
Missouri,MO,2017,F,"Bachelor's degree (BA, AB, BS)",6,6955,30.7,3296.1
Missouri,MO,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3228,32.3,3287.1
Missouri,MO,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,844,33.2,3300.7
Missouri,MO,2017,F,Unknown or Not Stated,-9,121,28.8,2972.6
Missouri,MO,2017,M,8th grade or less,1,1015,28.5,3385.6
Missouri,MO,2017,M,9th through 12th grade with no diploma,2,3528,24.2,3161.2
Missouri,MO,2017,M,High school graduate or GED completed,3,9170,25.5,3258.3
Missouri,MO,2017,M,"Some college credit, but not a degree",4,8616,27.2,3321.0
Missouri,MO,2017,M,"Associate degree (AA, AS)",5,3356,29.3,3377.5
Missouri,MO,2017,M,"Bachelor's degree (BA, AB, BS)",6,7224,30.7,3416.8
Missouri,MO,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3567,32.3,3426.9
Missouri,MO,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,857,33.0,3397.9
Missouri,MO,2017,M,Unknown or Not Stated,-9,141,27.9,3270.8
Missouri,MO,2018,F,8th grade or less,1,1038,28.6,3267.4
Missouri,MO,2018,F,9th through 12th grade with no diploma,2,3281,24.2,3067.6
Missouri,MO,2018,F,High school graduate or GED completed,3,9006,25.7,3130.5
Missouri,MO,2018,F,"Some college credit, but not a degree",4,8156,27.6,3192.6
Missouri,MO,2018,F,"Associate degree (AA, AS)",5,3134,29.2,3241.2
Missouri,MO,2018,F,"Bachelor's degree (BA, AB, BS)",6,7084,30.8,3287.5
Missouri,MO,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3337,32.2,3316.5
Missouri,MO,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,819,33.3,3278.4
Missouri,MO,2018,F,Unknown or Not Stated,-9,111,27.3,3037.1
Missouri,MO,2018,M,8th grade or less,1,973,29.1,3365.9
Missouri,MO,2018,M,9th through 12th grade with no diploma,2,3435,24.4,3173.4
Missouri,MO,2018,M,High school graduate or GED completed,3,9483,25.6,3239.1
Missouri,MO,2018,M,"Some college credit, but not a degree",4,8451,27.4,3331.1
Missouri,MO,2018,M,"Associate degree (AA, AS)",5,3360,29.4,3370.6
Missouri,MO,2018,M,"Bachelor's degree (BA, AB, BS)",6,7172,30.8,3430.1
Missouri,MO,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3396,32.2,3419.6
Missouri,MO,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,903,33.1,3412.8
Missouri,MO,2018,M,Unknown or Not Stated,-9,130,27.7,3125.4
Missouri,MO,2019,F,8th grade or less,1,947,28.8,3262.1
Missouri,MO,2019,F,9th through 12th grade with no diploma,2,3114,24.4,3060.7
Missouri,MO,2019,F,High school graduate or GED completed,3,8993,25.7,3133.2
Missouri,MO,2019,F,"Some college credit, but not a degree",4,7854,27.6,3183.9
Missouri,MO,2019,F,"Associate degree (AA, AS)",5,3138,29.5,3234.0
Missouri,MO,2019,F,"Bachelor's degree (BA, AB, BS)",6,6771,30.8,3286.6
Missouri,MO,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3260,32.4,3293.4
Missouri,MO,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,880,33.0,3247.6
Missouri,MO,2019,F,Unknown or Not Stated,-9,115,28.3,2981.8
Missouri,MO,2019,M,8th grade or less,1,1039,28.5,3385.5
Missouri,MO,2019,M,9th through 12th grade with no diploma,2,3317,24.2,3176.2
Missouri,MO,2019,M,High school graduate or GED completed,3,9254,25.8,3252.9
Missouri,MO,2019,M,"Some college credit, but not a degree",4,8168,27.6,3294.9
Missouri,MO,2019,M,"Associate degree (AA, AS)",5,3291,29.4,3355.0
Missouri,MO,2019,M,"Bachelor's degree (BA, AB, BS)",6,7465,30.7,3394.2
Missouri,MO,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3448,32.2,3419.9
Missouri,MO,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,957,33.2,3381.4
Missouri,MO,2019,M,Unknown or Not Stated,-9,116,28.8,3063.6
Missouri,MO,2020,F,8th grade or less,1,938,28.8,3245.7
Missouri,MO,2020,F,9th through 12th grade with no diploma,2,3001,24.3,3073.4
Missouri,MO,2020,F,High school graduate or GED completed,3,8704,26.1,3118.4
Missouri,MO,2020,F,"Some college credit, but not a degree",4,7263,27.8,3170.4
Missouri,MO,2020,F,"Associate degree (AA, AS)",5,2906,29.4,3196.8
Missouri,MO,2020,F,"Bachelor's degree (BA, AB, BS)",6,6687,30.8,3280.6
Missouri,MO,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3151,32.3,3278.1
Missouri,MO,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,867,33.2,3261.2
Missouri,MO,2020,F,Unknown or Not Stated,-9,105,29.5,2983.3
Missouri,MO,2020,M,8th grade or less,1,1009,28.6,3380.1
Missouri,MO,2020,M,9th through 12th grade with no diploma,2,3091,24.2,3174.0
Missouri,MO,2020,M,High school graduate or GED completed,3,9361,25.9,3241.6
Missouri,MO,2020,M,"Some college credit, but not a degree",4,7571,27.8,3301.0
Missouri,MO,2020,M,"Associate degree (AA, AS)",5,3165,29.5,3350.1
Missouri,MO,2020,M,"Bachelor's degree (BA, AB, BS)",6,7027,30.9,3416.1
Missouri,MO,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3393,32.3,3428.3
Missouri,MO,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,900,33.1,3386.5
Missouri,MO,2020,M,Unknown or Not Stated,-9,146,28.8,3030.7
Missouri,MO,2021,F,8th grade or less,1,961,28.6,3236.3
Missouri,MO,2021,F,9th through 12th grade with no diploma,2,2724,24.5,3074.7
Missouri,MO,2021,F,High school graduate or GED completed,3,8771,26.1,3127.7
Missouri,MO,2021,F,"Some college credit, but not a degree",4,6997,28.0,3172.7
Missouri,MO,2021,F,"Associate degree (AA, AS)",5,2981,29.6,3243.2
Missouri,MO,2021,F,"Bachelor's degree (BA, AB, BS)",6,6919,30.8,3279.7
Missouri,MO,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3437,32.3,3273.8
Missouri,MO,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,922,33.3,3213.6
Missouri,MO,2021,F,Unknown or Not Stated,-9,128,29.4,2971.6
Missouri,MO,2021,M,8th grade or less,1,1010,28.8,3389.1
Missouri,MO,2021,M,9th through 12th grade with no diploma,2,2899,24.4,3150.8
Missouri,MO,2021,M,High school graduate or GED completed,3,9180,26.0,3237.1
Missouri,MO,2021,M,"Some college credit, but not a degree",4,7295,28.1,3303.9
Missouri,MO,2021,M,"Associate degree (AA, AS)",5,3109,29.5,3335.8
Missouri,MO,2021,M,"Bachelor's degree (BA, AB, BS)",6,7412,30.8,3406.4
Missouri,MO,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,3559,32.4,3415.8
Missouri,MO,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,1013,33.2,3395.4
Missouri,MO,2021,M,Unknown or Not Stated,-9,136,29.8,3150.1
Montana,MT,2016,F,8th grade or less,1,106,27.4,3067.5
Montana,MT,2016,F,9th through 12th grade with no diploma,2,562,23.3,3157.0
Montana,MT,2016,F,High school graduate or GED completed,3,1699,25.9,3198.2
Montana,MT,2016,F,"Some college credit, but not a degree",4,1322,27.8,3241.2
Montana,MT,2016,F,"Associate degree (AA, AS)",5,516,29.5,3251.9
Montana,MT,2016,F,"Bachelor's degree (BA, AB, BS)",6,1238,31.3,3248.2
Montana,MT,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,390,32.8,3262.6
Montana,MT,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,123,33.6,3268.6
Montana,MT,2016,F,Unknown or Not Stated,-9,22,27.6,2916.4
Montana,MT,2016,M,8th grade or less,1,103,26.9,3252.8
Montana,MT,2016,M,9th through 12th grade with no diploma,2,595,23.8,3237.6
Montana,MT,2016,M,High school graduate or GED completed,3,1774,25.9,3324.2
Montana,MT,2016,M,"Some college credit, but not a degree",4,1393,27.9,3334.0
Montana,MT,2016,M,"Associate degree (AA, AS)",5,593,29.5,3406.7
Montana,MT,2016,M,"Bachelor's degree (BA, AB, BS)",6,1327,31.0,3396.0
Montana,MT,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,371,33.0,3409.2
Montana,MT,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,123,33.6,3345.0
Montana,MT,2016,M,Unknown or Not Stated,-9,25,31.0,3387.4
Montana,MT,2017,F,8th grade or less,1,94,26.6,3088.1
Montana,MT,2017,F,9th through 12th grade with no diploma,2,521,23.7,3145.1
Montana,MT,2017,F,High school graduate or GED completed,3,1520,25.9,3162.9
Montana,MT,2017,F,"Some college credit, but not a degree",4,1350,28.0,3238.4
Montana,MT,2017,F,"Associate degree (AA, AS)",5,475,29.5,3225.3
Montana,MT,2017,F,"Bachelor's degree (BA, AB, BS)",6,1220,31.3,3280.1
Montana,MT,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,386,33.1,3244.0
Montana,MT,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,173,33.9,3181.6
Montana,MT,2017,F,Unknown or Not Stated,-9,26,28.6,2986.0
Montana,MT,2017,M,8th grade or less,1,121,27.6,3249.6
Montana,MT,2017,M,9th through 12th grade with no diploma,2,520,24.0,3232.4
Montana,MT,2017,M,High school graduate or GED completed,3,1627,25.9,3281.4
Montana,MT,2017,M,"Some college credit, but not a degree",4,1365,27.9,3363.4
Montana,MT,2017,M,"Associate degree (AA, AS)",5,566,29.7,3385.4
Montana,MT,2017,M,"Bachelor's degree (BA, AB, BS)",6,1294,31.2,3398.0
Montana,MT,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,379,33.2,3357.4
Montana,MT,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,140,33.5,3362.2
Montana,MT,2017,M,Unknown or Not Stated,-9,22,27.3,3269.7
Montana,MT,2018,F,8th grade or less,1,94,27.8,3196.1
Montana,MT,2018,F,9th through 12th grade with no diploma,2,483,24.0,3124.9
Montana,MT,2018,F,High school graduate or GED completed,3,1581,26.1,3214.2
Montana,MT,2018,F,"Some college credit, but not a degree",4,1247,28.3,3239.2
Montana,MT,2018,F,"Associate degree (AA, AS)",5,502,30.0,3246.2
Montana,MT,2018,F,"Bachelor's degree (BA, AB, BS)",6,1180,31.2,3259.9
Montana,MT,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,366,32.5,3249.9
Montana,MT,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,136,33.3,3278.2
Montana,MT,2018,F,Unknown or Not Stated,-9,20,28.0,3185.7
Montana,MT,2018,M,8th grade or less,1,122,27.2,3257.4
Montana,MT,2018,M,9th through 12th grade with no diploma,2,464,23.8,3206.6
Montana,MT,2018,M,High school graduate or GED completed,3,1557,26.3,3278.8
Montana,MT,2018,M,"Some college credit, but not a degree",4,1347,28.1,3342.7
Montana,MT,2018,M,"Associate degree (AA, AS)",5,524,29.6,3409.2
Montana,MT,2018,M,"Bachelor's degree (BA, AB, BS)",6,1332,31.1,3422.8
Montana,MT,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,401,33.4,3438.8
Montana,MT,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,135,33.1,3362.6
Montana,MT,2018,M,Unknown or Not Stated,-9,22,29.8,3156.1
Montana,MT,2019,F,8th grade or less,1,116,27.0,3104.2
Montana,MT,2019,F,9th through 12th grade with no diploma,2,454,24.3,3139.1
Montana,MT,2019,F,High school graduate or GED completed,3,1486,26.4,3194.1
Montana,MT,2019,F,"Some college credit, but not a degree",4,1235,28.3,3239.7
Montana,MT,2019,F,"Associate degree (AA, AS)",5,503,29.7,3243.2
Montana,MT,2019,F,"Bachelor's degree (BA, AB, BS)",6,1146,31.2,3267.2
Montana,MT,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,373,33.0,3261.7
Montana,MT,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,143,33.5,3270.4
Montana,MT,2019,M,8th grade or less,1,137,28.3,3171.1
Montana,MT,2019,M,9th through 12th grade with no diploma,2,443,24.0,3272.6
Montana,MT,2019,M,High school graduate or GED completed,3,1477,26.3,3292.2
Montana,MT,2019,M,"Some college credit, but not a degree",4,1254,28.2,3324.5
Montana,MT,2019,M,"Associate degree (AA, AS)",5,513,30.1,3375.1
Montana,MT,2019,M,"Bachelor's degree (BA, AB, BS)",6,1215,31.2,3405.2
Montana,MT,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,419,32.9,3362.5
Montana,MT,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,143,33.8,3342.5
Montana,MT,2019,M,Unknown or Not Stated,-9,13,30.9,3359.6
Montana,MT,2020,F,8th grade or less,1,102,27.5,3059.0
Montana,MT,2020,F,9th through 12th grade with no diploma,2,373,23.8,3169.6
Montana,MT,2020,F,High school graduate or GED completed,3,1370,26.4,3166.0
Montana,MT,2020,F,"Some college credit, but not a degree",4,1161,28.5,3208.3
Montana,MT,2020,F,"Associate degree (AA, AS)",5,465,29.9,3235.9
Montana,MT,2020,F,"Bachelor's degree (BA, AB, BS)",6,1217,31.5,3248.7
Montana,MT,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,380,33.0,3268.4
Montana,MT,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,164,34.2,3237.8
Montana,MT,2020,M,8th grade or less,1,121,29.1,3215.7
Montana,MT,2020,M,9th through 12th grade with no diploma,2,428,24.4,3219.5
Montana,MT,2020,M,High school graduate or GED completed,3,1433,26.4,3276.6
Montana,MT,2020,M,"Some college credit, but not a degree",4,1201,28.7,3335.6
Montana,MT,2020,M,"Associate degree (AA, AS)",5,531,30.0,3345.6
Montana,MT,2020,M,"Bachelor's degree (BA, AB, BS)",6,1289,31.1,3367.8
Montana,MT,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,394,33.6,3371.8
Montana,MT,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,148,34.3,3305.2
Montana,MT,2021,F,8th grade or less,1,129,27.3,3194.1
Montana,MT,2021,F,9th through 12th grade with no diploma,2,416,23.9,3150.4
Montana,MT,2021,F,High school graduate or GED completed,3,1418,26.6,3169.9
Montana,MT,2021,F,"Some college credit, but not a degree",4,1120,28.6,3176.7
Montana,MT,2021,F,"Associate degree (AA, AS)",5,526,30.0,3257.6
Montana,MT,2021,F,"Bachelor's degree (BA, AB, BS)",6,1256,31.4,3230.5
Montana,MT,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,437,33.2,3249.7
Montana,MT,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,168,33.4,3189.3
Montana,MT,2021,M,8th grade or less,1,91,27.6,3251.6
Montana,MT,2021,M,9th through 12th grade with no diploma,2,394,24.0,3259.8
Montana,MT,2021,M,High school graduate or GED completed,3,1514,26.4,3286.8
Montana,MT,2021,M,"Some college credit, but not a degree",4,1150,28.6,3320.1
Montana,MT,2021,M,"Associate degree (AA, AS)",5,547,29.8,3392.5
Montana,MT,2021,M,"Bachelor's degree (BA, AB, BS)",6,1383,31.6,3353.8
Montana,MT,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,472,33.0,3333.8
Montana,MT,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,195,33.9,3370.6
Nebraska,NE,2016,F,8th grade or less,1,592,30.0,3192.8
Nebraska,NE,2016,F,9th through 12th grade with no diploma,2,1031,24.6,3134.8
Nebraska,NE,2016,F,High school graduate or GED completed,3,2393,26.1,3192.2
Nebraska,NE,2016,F,"Some college credit, but not a degree",4,2932,27.4,3259.0
Nebraska,NE,2016,F,"Associate degree (AA, AS)",5,1329,29.6,3278.9
Nebraska,NE,2016,F,"Bachelor's degree (BA, AB, BS)",6,3199,30.5,3315.0
Nebraska,NE,2016,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1190,32.0,3326.5
Nebraska,NE,2016,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,404,33.0,3238.8
Nebraska,NE,2016,M,8th grade or less,1,547,29.4,3339.7
Nebraska,NE,2016,M,9th through 12th grade with no diploma,2,1017,25.1,3271.8
Nebraska,NE,2016,M,High school graduate or GED completed,3,2549,25.9,3296.2
Nebraska,NE,2016,M,"Some college credit, but not a degree",4,2981,27.3,3378.7
Nebraska,NE,2016,M,"Associate degree (AA, AS)",5,1423,29.6,3423.8
Nebraska,NE,2016,M,"Bachelor's degree (BA, AB, BS)",6,3305,30.6,3444.3
Nebraska,NE,2016,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1297,31.8,3461.3
Nebraska,NE,2016,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,385,32.6,3402.0
Nebraska,NE,2017,F,8th grade or less,1,543,29.8,3215.4
Nebraska,NE,2017,F,9th through 12th grade with no diploma,2,994,25.4,3092.3
Nebraska,NE,2017,F,High school graduate or GED completed,3,2442,26.0,3181.6
Nebraska,NE,2017,F,"Some college credit, but not a degree",4,2794,27.4,3253.4
Nebraska,NE,2017,F,"Associate degree (AA, AS)",5,1274,29.8,3288.2
Nebraska,NE,2017,F,"Bachelor's degree (BA, AB, BS)",6,2995,30.4,3334.5
Nebraska,NE,2017,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1202,31.9,3309.5
Nebraska,NE,2017,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,364,32.6,3275.4
Nebraska,NE,2017,M,8th grade or less,1,613,30.1,3280.8
Nebraska,NE,2017,M,9th through 12th grade with no diploma,2,1066,25.4,3236.6
Nebraska,NE,2017,M,High school graduate or GED completed,3,2500,26.0,3310.4
Nebraska,NE,2017,M,"Some college credit, but not a degree",4,2867,27.2,3349.7
Nebraska,NE,2017,M,"Associate degree (AA, AS)",5,1400,29.6,3424.8
Nebraska,NE,2017,M,"Bachelor's degree (BA, AB, BS)",6,3148,30.6,3443.2
Nebraska,NE,2017,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1222,32.0,3423.4
Nebraska,NE,2017,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,385,32.4,3395.8
Nebraska,NE,2018,F,8th grade or less,1,506,29.6,3165.6
Nebraska,NE,2018,F,9th through 12th grade with no diploma,2,983,25.2,3159.6
Nebraska,NE,2018,F,High school graduate or GED completed,3,2363,26.1,3170.4
Nebraska,NE,2018,F,"Some college credit, but not a degree",4,2552,27.6,3245.6
Nebraska,NE,2018,F,"Associate degree (AA, AS)",5,1298,29.9,3256.2
Nebraska,NE,2018,F,"Bachelor's degree (BA, AB, BS)",6,3113,30.7,3310.2
Nebraska,NE,2018,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1209,32.1,3339.0
Nebraska,NE,2018,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,391,32.9,3321.7
Nebraska,NE,2018,F,Unknown or Not Stated,-9,18,28.6,2509.1
Nebraska,NE,2018,M,8th grade or less,1,532,30.2,3254.8
Nebraska,NE,2018,M,9th through 12th grade with no diploma,2,982,25.8,3254.2
Nebraska,NE,2018,M,High school graduate or GED completed,3,2527,26.2,3288.6
Nebraska,NE,2018,M,"Some college credit, but not a degree",4,2742,27.4,3353.8
Nebraska,NE,2018,M,"Associate degree (AA, AS)",5,1376,29.7,3384.0
Nebraska,NE,2018,M,"Bachelor's degree (BA, AB, BS)",6,3204,30.6,3450.5
Nebraska,NE,2018,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1272,32.0,3471.2
Nebraska,NE,2018,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,408,33.2,3408.5
Nebraska,NE,2018,M,Unknown or Not Stated,-9,12,34.6,3174.2
Nebraska,NE,2019,F,8th grade or less,1,542,29.4,3178.3
Nebraska,NE,2019,F,9th through 12th grade with no diploma,2,852,25.0,3097.4
Nebraska,NE,2019,F,High school graduate or GED completed,3,2362,26.2,3184.8
Nebraska,NE,2019,F,"Some college credit, but not a degree",4,2523,27.7,3225.6
Nebraska,NE,2019,F,"Associate degree (AA, AS)",5,1205,29.7,3216.9
Nebraska,NE,2019,F,"Bachelor's degree (BA, AB, BS)",6,2990,30.7,3311.4
Nebraska,NE,2019,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1252,32.2,3305.2
Nebraska,NE,2019,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,386,32.8,3284.9
Nebraska,NE,2019,F,Unknown or Not Stated,-9,15,27.6,2905.7
Nebraska,NE,2019,M,8th grade or less,1,589,30.3,3331.6
Nebraska,NE,2019,M,9th through 12th grade with no diploma,2,887,25.1,3252.5
Nebraska,NE,2019,M,High school graduate or GED completed,3,2511,26.3,3297.6
Nebraska,NE,2019,M,"Some college credit, but not a degree",4,2644,27.6,3346.4
Nebraska,NE,2019,M,"Associate degree (AA, AS)",5,1263,30.0,3376.0
Nebraska,NE,2019,M,"Bachelor's degree (BA, AB, BS)",6,3116,30.7,3415.4
Nebraska,NE,2019,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1207,32.1,3409.8
Nebraska,NE,2019,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,393,32.8,3405.9
Nebraska,NE,2019,M,Unknown or Not Stated,-9,18,29.3,3055.4
Nebraska,NE,2020,F,8th grade or less,1,542,29.9,3139.9
Nebraska,NE,2020,F,9th through 12th grade with no diploma,2,864,25.4,3130.2
Nebraska,NE,2020,F,High school graduate or GED completed,3,2313,26.3,3176.2
Nebraska,NE,2020,F,"Some college credit, but not a degree",4,2408,27.9,3232.6
Nebraska,NE,2020,F,"Associate degree (AA, AS)",5,1157,30.2,3250.5
Nebraska,NE,2020,F,"Bachelor's degree (BA, AB, BS)",6,3018,30.7,3324.3
Nebraska,NE,2020,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1223,32.1,3312.2
Nebraska,NE,2020,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,395,32.6,3293.5
Nebraska,NE,2020,F,Unknown or Not Stated,-9,19,29.6,3273.7
Nebraska,NE,2020,M,8th grade or less,1,556,29.6,3295.0
Nebraska,NE,2020,M,9th through 12th grade with no diploma,2,870,25.7,3242.5
Nebraska,NE,2020,M,High school graduate or GED completed,3,2494,26.4,3291.0
Nebraska,NE,2020,M,"Some college credit, but not a degree",4,2444,27.8,3338.2
Nebraska,NE,2020,M,"Associate degree (AA, AS)",5,1249,30.0,3379.9
Nebraska,NE,2020,M,"Bachelor's degree (BA, AB, BS)",6,3102,30.6,3422.8
Nebraska,NE,2020,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1214,32.2,3408.4
Nebraska,NE,2020,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,410,33.2,3430.9
Nebraska,NE,2020,M,Unknown or Not Stated,-9,13,30.2,3446.2
Nebraska,NE,2021,F,8th grade or less,1,524,30.3,3205.2
Nebraska,NE,2021,F,9th through 12th grade with no diploma,2,812,24.6,3106.2
Nebraska,NE,2021,F,High school graduate or GED completed,3,2382,26.5,3170.5
Nebraska,NE,2021,F,"Some college credit, but not a degree",4,2376,28.1,3225.4
Nebraska,NE,2021,F,"Associate degree (AA, AS)",5,1166,30.1,3290.2
Nebraska,NE,2021,F,"Bachelor's degree (BA, AB, BS)",6,3096,30.6,3298.8
Nebraska,NE,2021,F,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1225,32.1,3307.5
Nebraska,NE,2021,F,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,402,33.0,3267.4
Nebraska,NE,2021,F,Unknown or Not Stated,-9,15,32.9,3078.8
Nebraska,NE,2021,M,8th grade or less,1,526,30.3,3273.2
Nebraska,NE,2021,M,9th through 12th grade with no diploma,2,849,25.4,3210.9
Nebraska,NE,2021,M,High school graduate or GED completed,3,2460,26.5,3276.1
Nebraska,NE,2021,M,"Some college credit, but not a degree",4,2503,27.8,3316.0
Nebraska,NE,2021,M,"Associate degree (AA, AS)",5,1270,29.9,3360.3
Nebraska,NE,2021,M,"Bachelor's degree (BA, AB, BS)",6,3200,30.8,3436.4
Nebraska,NE,2021,M,"Master's degree (MA, MS, MEng, MEd, MSW, MBA)",7,1370,31.8,3439.3
Nebraska,NE,2021,M,"Doctorate (PhD, EdD) or Professional Degree (MD, DDS, DVM, LLB, JD)",8,416,32.9,3366.3
Nebraska,NE,2021,M,Unknown or Not Stated,-9,17,32.9,3349.2
Nevada,NV,2016,F,8th grade or less,1,415,30.7,3213.6
Nevada,NV,2016,F,9th through 12th grade with no diploma,2,2797,25.7,3141.1
